house_type,house_size,city,latitude,longitude,price,currency,numBathrooms,numBalconies,Status
3 BHK Independent Floor ,"1,900 sq ft",Delhi,28.54448891,77.2288208,95000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"4,000 sq ft",Delhi,28.54306221,77.21394348,250000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"3,600 sq ft",Delhi,28.57889748,77.1645813,190000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,500 sq ft",Delhi,28.56470108,77.19415283,80000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.5687809,77.23298645,150000,INR,3.0,,Semi-Furnished
2 BHK Independent Floor ,"1,500 sq ft",Delhi,28.56470108,77.19415283,70000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"1,900 sq ft",Delhi,28.55054855,77.20048523,140000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.55195999,77.23581696,95000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"4,500 sq ft",Delhi,28.54725456,77.20079803,140000,INR,5.0,,Semi-Furnished
3 BHK Apartment ,"2,700 sq ft",Delhi,28.55907249,77.20407104,90000,INR,3.0,,Semi-Furnished
2 BHK Independent Floor ,"1,800 sq ft",Delhi,28.55545235,77.20214081,70000,INR,2.0,,Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.53398132,77.24250031,90000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"3,000 sq ft",Delhi,28.56525612,77.22035217,95000,INR,4.0,,Semi-Furnished
2 BHK Independent House ,"1,800 sq ft",Delhi,28.55195999,77.23581696,70000,INR,3.0,,Furnished
3 BHK Independent Floor ,"1,900 sq ft",Delhi,28.55907249,77.20407104,60000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"2,000 sq ft",Delhi,28.55016518,77.19645691,150000,INR,4.0,,Furnished
3 BHK Independent Floor ,"3,200 sq ft",Delhi,28.58775711,77.21530914,290000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"2,200 sq ft",Delhi,28.55719376,77.21904755,190000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.55607414,77.25844574,80000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"3,200 sq ft",Delhi,28.55988312,77.15867615,150000,INR,5.0,,Semi-Furnished
3 BHK Independent Floor ,"3,000 sq ft",Delhi,28.56470108,77.19415283,140000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.56525612,77.22035217,95000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.55721092,77.21279144,130000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"5,400 sq ft",Delhi,28.56495285,77.15753937,250000,INR,5.0,,Furnished
2 BHK Independent Floor ,810 sq ft,Delhi,28.62089157,77.0579834,10000,INR,2.0,,Semi-Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.63225746,77.07910919,25000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"2,700 sq ft",Delhi,28.55907249,77.20407104,108000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.64152908,77.12091064,50000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"2,700 sq ft",Delhi,28.64152908,77.12091064,65000,INR,4.0,,Semi-Furnished
1 BHK Independent Floor ,450 sq ft,Delhi,28.53482056,77.25739288,12000,INR,1.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.64325905,77.13282776,55000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"2,700 sq ft",Delhi,28.64152908,77.12091064,70000,INR,4.0,,Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.65216827,77.12533569,50000,INR,3.0,,Semi-Furnished
1 BHK Independent Floor ,360 sq ft,Delhi,28.60906982,77.08935547,8000,INR,1.0,,Unfurnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.6989975,77.1384201,70000,INR,3.0,,Furnished
3 BHK Independent Floor ,"1,050 sq ft",Delhi,28.67461967,77.18017578,28000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,400 sq ft",Delhi,28.5278244,77.26459503,32000,INR,2.0,,Semi-Furnished
2 BHK Independent Floor ,550 sq ft,Delhi,28.67521095,77.18369293,12500,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"2,700 sq ft",Delhi,28.55524445,77.20317078,80000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"4,500 sq ft",Delhi,28.54306221,77.21394348,130000,INR,4.0,,Semi-Furnished
2 BHK Independent Floor ,"1,800 sq ft",Delhi,28.57263374,77.23251343,65000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"2,250 sq ft",Delhi,28.53616524,77.19776154,75000,INR,3.0,,Semi-Furnished
2 BHK Independent Floor ,"1,300 sq ft",Delhi,28.54109573,77.20200348,52000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"2,250 sq ft",Delhi,28.55844879,77.20293427,125000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.64152908,77.12091064,44000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.64817238,77.14144897,50000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.6476841,77.1100769,52000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.69317627,77.13703156,60000,INR,3.0,,Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.69317627,77.13703156,50000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.69317627,77.13703156,50000,INR,3.0,,Semi-Furnished
2 BHK Independent Floor ,"1,500 sq ft",Delhi,28.64152908,77.12091064,38000,INR,2.0,,Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.64922142,77.13320923,40000,INR,3.0,,Furnished
1 BHK Independent Floor ,700 sq ft,Delhi,28.65216827,77.12533569,18000,INR,1.0,,Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.69317627,77.13703156,50000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.69317627,77.13703156,50000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"2,200 sq ft",Delhi,28.59317017,77.0355072,64000,INR,3.0,,Furnished
3 BHK Independent Floor ,"1,400 sq ft",Delhi,28.64922142,77.13320923,35000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,700 sq ft",Delhi,28.57263374,77.23251343,170000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.71312141,77.14027405,55000,INR,3.0,,Semi-Furnished
4 BHK Apartment ,"2,400 sq ft",Delhi,28.60425758,77.04748535,45000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"1,600 sq ft",Delhi,28.52632713,77.15073395,65000,INR,2.0,,Furnished
2 BHK Independent Floor ,900 sq ft,Delhi,28.6918602,77.20270538,34000,INR,2.0,,Furnished
3 BHK Apartment ,"1,700 sq ft",Delhi,28.59359932,77.03804016,38000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,800 sq ft",Delhi,28.57741356,77.04174805,40000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Delhi,28.60169601,77.05503082,36000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Delhi,28.59312439,77.03543091,36000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Delhi,28.60169601,77.05503082,37000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Delhi,28.58725357,77.03544617,38000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,800 sq ft",Delhi,28.60041809,77.0395813,45000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Delhi,28.60118866,77.04846954,36000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"2,200 sq ft",Delhi,28.59317017,77.0355072,70000,INR,3.0,,Furnished
2 BHK Apartment ,"1,200 sq ft",Delhi,28.58784485,77.06393433,30000,INR,2.0,,Semi-Furnished
4 BHK Independent Floor ,"2,000 sq ft",Delhi,28.57611275,77.04671478,65000,INR,4.0,,Semi-Furnished
4 BHK Apartment ,"2,400 sq ft",Delhi,28.52662086,77.20433044,70000,INR,3.0,,Semi-Furnished
2 BHK Apartment ,"1,200 sq ft",Delhi,28.59712982,77.06673431,30000,INR,2.0,,Semi-Furnished
2 BHK Apartment ,"1,200 sq ft",Delhi,28.60176086,77.04917145,30000,INR,2.0,,Semi-Furnished
4 BHK Apartment ,"2,200 sq ft",Delhi,28.58349419,77.07210541,70000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Delhi,28.58954048,77.04999542,43000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Delhi,28.60169601,77.05503082,40000,INR,3.0,,Semi-Furnished
2 BHK Apartment ,"1,100 sq ft",Delhi,28.65725327,77.09198761,19000,INR,1.0,,Semi-Furnished
3 BHK Independent Floor ,"1,700 sq ft",Delhi,28.6984024,77.13158417,60000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"1,500 sq ft",Delhi,28.66133118,77.08425903,42000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.64152908,77.12091064,60000,INR,3.0,,Semi-Furnished
2 BHK Independent Floor ,800 sq ft,Delhi,28.6476841,77.1100769,27000,INR,2.0,,Furnished
3 BHK Independent Floor ,"1,600 sq ft",Delhi,28.6384964,77.11772156,45000,INR,3.0,,Semi-Furnished
2 BHK Independent Floor ,"1,450 sq ft",Delhi,28.63847351,77.11963654,35000,INR,2.0,,Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.63596725,77.11472321,25000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.64076233,77.12059021,45000,INR,3.0,,Furnished
1 BHK Independent Floor ,600 sq ft,Delhi,28.63766098,77.11206818,17000,INR,1.0,,Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.63963509,77.11040497,25000,INR,2.0,,Semi-Furnished
2 BHK Independent Floor ,951 sq ft,Delhi,28.63544846,77.11630249,25500,INR,2.0,,Semi-Furnished
4 BHK Independent Floor ,"2,750 sq ft",Delhi,28.64187241,77.12238312,85000,INR,4.0,,Furnished
2 BHK Independent Floor ,750 sq ft,Delhi,28.64909935,77.10723877,25000,INR,2.0,,Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.63832474,77.11412811,27000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.64156151,77.12093353,55000,INR,3.0,,Furnished
4 BHK Independent Floor ,"3,000 sq ft",Delhi,28.64152908,77.12091064,55000,INR,4.0,,Semi-Furnished
2 BHK Independent Floor ,800 sq ft,Delhi,28.6476841,77.1100769,22000,INR,2.0,,Semi-Furnished
1 BHK Independent Floor ,650 sq ft,Delhi,28.64152908,77.12091064,22000,INR,1.0,,Furnished
2 BHK Independent Floor ,840 sq ft,Delhi,28.65696335,77.12290955,28000,INR,2.0,,Furnished
2 BHK Independent Floor ,950 sq ft,Delhi,28.63851166,77.11851501,23000,INR,2.0,,Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.63717842,77.11147308,30000,INR,2.0,,Semi-Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.63756752,77.11242676,27000,INR,2.0,,Furnished
3 BHK Independent Floor ,"1,600 sq ft",Delhi,28.64235115,77.12369537,45000,INR,3.0,,Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.63766098,77.11206818,30000,INR,2.0,,Semi-Furnished
1 BHK Independent Floor ,700 sq ft,Delhi,28.63766098,77.11206818,16000,INR,1.0,,Furnished
2 BHK Independent Floor ,"1,850 sq ft",Delhi,28.55844879,77.20293427,55000,INR,3.0,,Semi-Furnished
1 RK Studio Apartment ,450 sq ft,Delhi,28.63766098,77.11206818,14000,INR,1.0,,Furnished
2 BHK Independent Floor ,700 sq ft,Delhi,28.64907837,77.27445221,15000,INR,1.0,,Semi-Furnished
3 BHK Independent Floor ,"1,750 sq ft",Delhi,28.64968681,77.31190491,40000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"1,000 sq ft",Delhi,28.6371479,77.07970428,24000,INR,2.0,,Semi-Furnished
1 BHK Independent Floor ,600 sq ft,Delhi,28.63766098,77.11206818,18000,INR,1.0,,Furnished
2 BHK Independent Floor ,800 sq ft,Delhi,28.6476841,77.1100769,20000,INR,2.0,,Semi-Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.6367588,77.11669159,20000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.64152908,77.12091064,40000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.6476841,77.1100769,70000,INR,3.0,,Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.64208794,77.1206665,54000,INR,3.0,,Furnished
3 BHK Independent Floor ,"1,600 sq ft",Delhi,28.64242935,77.12059021,45000,INR,3.0,,Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.64152908,77.12091064,50000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"3,000 sq ft",Delhi,28.63879013,77.12237549,65000,INR,2.0,,Semi-Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.63766098,77.11206818,23000,INR,2.0,,Semi-Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.64027405,77.11063385,25000,INR,2.0,,Furnished
4 BHK Independent Floor ,"2,900 sq ft",Delhi,28.63750648,77.12410736,100000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,900 sq ft",Delhi,28.63903809,77.12332916,60000,INR,3.0,,Furnished
1 BHK Independent Floor ,750 sq ft,Delhi,28.64381599,77.11975861,20000,INR,1.0,,Furnished
1 BHK Independent Floor ,550 sq ft,Delhi,28.63766098,77.11206818,18000,INR,1.0,,Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.6388588,77.10583496,40000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.64047813,77.11920929,52000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.64152908,77.12091064,50000,INR,3.0,,Furnished
1 BHK Independent Floor ,650 sq ft,Delhi,28.63787079,77.11160278,18000,INR,1.0,,Furnished
2 BHK Independent Floor ,800 sq ft,Delhi,28.6476841,77.1100769,30000,INR,2.0,,Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.63766098,77.11206818,25000,INR,2.0,,Furnished
2 BHK Independent Floor ,850 sq ft,Delhi,28.65696335,77.12290955,30000,INR,2.0,,Furnished
2 BHK Independent Floor ,"1,800 sq ft",Delhi,28.64152908,77.12091064,40000,INR,2.0,,Furnished
3 BHK Independent Floor ,"1,600 sq ft",Delhi,28.64152908,77.12091064,50000,INR,3.0,,Furnished
1 BHK Independent Floor ,600 sq ft,Delhi,28.63766098,77.11206818,22000,INR,1.0,,Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.63766098,77.11206818,25000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"3,000 sq ft",Delhi,28.64152908,77.12091064,60000,INR,3.0,,Furnished
1 BHK Independent Floor ,600 sq ft,Delhi,28.63745117,77.11211395,18000,INR,1.0,,Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.63766098,77.11206818,26000,INR,2.0,,Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.64143181,77.12247467,50000,INR,3.0,,Semi-Furnished
2 BHK Independent Floor ,"1,500 sq ft",Delhi,28.64229393,77.12119293,35100,INR,2.0,,Furnished
2 BHK Independent Floor ,"1,400 sq ft",Delhi,28.64159775,77.12139893,35000,INR,2.0,,Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.63766098,77.11206818,30000,INR,2.0,,Semi-Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.65128136,77.11876678,32000,INR,2.0,,Furnished
1 BHK Independent Floor ,"1,200 sq ft",Delhi,28.6424675,77.12291718,20000,INR,3.0,,Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.6371479,77.07970428,17000,INR,2.0,,Semi-Furnished
1 BHK Independent Floor ,600 sq ft,Delhi,28.6371479,77.07970428,19000,INR,1.0,,Semi-Furnished
1 BHK Independent Floor ,800 sq ft,Delhi,28.6371479,77.07970428,19000,INR,1.0,,Semi-Furnished
2 BHK Independent Floor ,"1,000 sq ft",Delhi,28.64922142,77.13320923,30000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"1,500 sq ft",Delhi,28.64152908,77.12091064,36000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.63887024,77.1268692,45000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,600 sq ft",Delhi,28.64152908,77.12091064,52000,INR,3.0,,Furnished
2 BHK Independent Floor ,800 sq ft,Delhi,28.6476841,77.1100769,26000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"2,400 sq ft",Delhi,28.65113068,77.11856079,80000,INR,3.0,,Furnished
2 BHK Independent Floor ,800 sq ft,Delhi,28.65702057,77.12242889,26500,INR,2.0,,Furnished
4 BHK Apartment ,"2,200 sq ft",Delhi,28.55862808,77.05403137,52000,INR,3.0,,Semi-Furnished
2 BHK Independent Floor ,"1,800 sq ft",Delhi,28.62271881,77.0659256,19000,INR,2.0,,Furnished
2 BHK Independent Floor ,500 sq ft,Delhi,28.6262207,77.03955078,15000,INR,1.0,,Furnished
3 BHK Independent Floor ,900 sq ft,Delhi,28.53482056,77.25739288,18000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"2,200 sq ft",Delhi,28.58045387,77.0519104,59000,INR,3.0,,Semi-Furnished
2 BHK Independent Floor ,"1,800 sq ft",Delhi,28.56470108,77.19415283,70000,INR,2.0,,Semi-Furnished
2 BHK Apartment ,"1,225 sq ft",Delhi,28.64315033,77.32295227,25000,INR,2.0,,Semi-Furnished
1 BHK Independent House ,500 sq ft,Delhi,28.6890583,77.32507324,20000,INR,1.0,,Semi-Furnished
3 BHK Independent Floor ,900 sq ft,Delhi,28.60993385,77.09203339,18000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"2,025 sq ft",Delhi,28.65982056,77.30496979,61000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,025 sq ft",Delhi,28.65982056,77.30496979,61000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,900 sq ft,Delhi,28.60993385,77.09203339,18000,INR,2.0,,Semi-Furnished
1 RK Studio Apartment ,550 sq ft,Delhi,28.71587372,77.19107056,15500,INR,1.0,,Semi-Furnished
1 BHK Independent Floor ,550 sq ft,Delhi,28.70628548,77.19306946,18000,INR,1.0,,Furnished
3 BHK Independent Floor ,"1,250 sq ft",Delhi,28.71587372,77.19107056,34000,INR,2.0,,Unfurnished
4 BHK Independent Floor ,"2,700 sq ft",Delhi,28.64817238,77.14144897,90000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"2,700 sq ft",Delhi,28.64152908,77.12091064,80000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"3,600 sq ft",Delhi,28.64152908,77.12091064,110000,INR,5.0,,Semi-Furnished
3 BHK Independent Floor ,"1,400 sq ft",Delhi,28.64152908,77.12091064,39200,INR,3.0,,Furnished
2 BHK Apartment ,850 sq ft,Delhi,28.59332275,77.04021454,25000,INR,2.0,,Semi-Furnished
2 BHK Independent Floor ,750 sq ft,Delhi,28.62119293,77.09102631,18000,INR,2.0,,Semi-Furnished
1 RK Studio Apartment ,550 sq ft,Delhi,28.71587372,77.19107056,15500,INR,1.0,,Semi-Furnished
3 BHK Independent Floor ,"1,440 sq ft",Delhi,28.70003319,77.18888855,37000,INR,2.0,,Furnished
3 BHK Independent Floor ,900 sq ft,Delhi,28.60993385,77.09203339,20000,INR,2.0,,Semi-Furnished
2 BHK Independent Floor ,750 sq ft,Delhi,28.60982704,77.10020447,18000,INR,2.0,,Unfurnished
2 BHK Apartment ,"1,500 sq ft",Delhi,28.58954048,77.04999542,28000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"2,000 sq ft",Delhi,28.58795738,77.05847168,38000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"2,400 sq ft",Delhi,28.5899868,77.06198883,40000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"2,400 sq ft",Delhi,28.59359932,77.03804016,38000,INR,4.0,,Semi-Furnished
2 BHK Apartment ,"1,800 sq ft",Delhi,28.61493492,77.02437592,36000,INR,2.0,,Semi-Furnished
4 BHK Apartment ,"3,000 sq ft",Delhi,28.57935143,77.05141449,55000,INR,4.0,,Semi-Furnished
3 BHK Apartment ,"2,000 sq ft",Delhi,28.58340454,77.07356262,32000,INR,3.0,,Semi-Furnished
2 BHK Apartment ,850 sq ft,Delhi,28.60035324,77.03395844,23000,INR,2.0,,Semi-Furnished
1 BHK Apartment ,850 sq ft,Delhi,28.58792305,77.04418945,15000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"1,000 sq ft",Delhi,28.64492989,77.06847382,30000,INR,2.0,,Furnished
3 BHK Independent Floor ,"1,700 sq ft",Delhi,28.64152908,77.12091064,40000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.64152908,77.12091064,50000,INR,3.0,,Semi-Furnished
1 BHK Independent Floor ,600 sq ft,Delhi,28.63766098,77.11206818,18800,INR,1.0,,Furnished
4 BHK Independent Floor ,"2,700 sq ft",Delhi,28.64817238,77.14144897,75000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,200 sq ft",Delhi,28.56234932,77.21899414,50000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,900 sq ft,Delhi,28.60993385,77.09203339,23000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"1,350 sq ft",Delhi,28.62119293,77.09102631,50000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"1,125 sq ft",Delhi,28.60993385,77.09203339,25000,INR,2.0,,Semi-Furnished
1 BHK Independent Floor ,450 sq ft,Delhi,28.60906982,77.08935547,10500,INR,1.0,,Semi-Furnished
2 BHK Independent Floor ,540 sq ft,Delhi,28.60993385,77.09203339,12000,INR,1.0,,Semi-Furnished
2 BHK Independent Floor ,540 sq ft,Delhi,28.60726929,77.08944702,11500,INR,2.0,,Semi-Furnished
2 BHK Independent Floor ,720 sq ft,Delhi,28.62119293,77.09102631,20000,INR,2.0,,Unfurnished
2 BHK Independent House ,450 sq ft,Delhi,28.60906982,77.08935547,10000,INR,2.0,,Semi-Furnished
2 BHK Independent Floor ,540 sq ft,Delhi,28.60726929,77.08944702,15000,INR,2.0,,Semi-Furnished
1 BHK Independent Floor ,540 sq ft,Delhi,28.61802292,77.07226562,9000,INR,1.0,,Semi-Furnished
1 BHK Apartment ,650 sq ft,Delhi,28.52543068,77.14386749,26500,INR,1.0,,Semi-Furnished
2 BHK Independent Floor ,601 sq ft,Delhi,28.62422371,77.03027344,17000,INR,2.0,,Furnished
1 BHK Independent Floor ,500 sq ft,Delhi,28.61663628,77.03444672,14000,INR,1.0,,Furnished
2 BHK Independent Floor ,600 sq ft,Delhi,28.62286377,77.04042053,24000,INR,2.0,,Furnished
2 BHK Independent Floor ,800 sq ft,Delhi,28.6184845,77.03974152,21500,INR,2.0,,Furnished
3 BHK Independent Floor ,"4,500 sq ft",Delhi,28.56470108,77.19415283,180000,INR,4.0,,Semi-Furnished
1 BHK Independent Floor ,450 sq ft,Delhi,28.5623436,77.21340942,25000,INR,1.0,,Furnished
3 BHK Independent Floor ,"2,300 sq ft",Delhi,28.55907249,77.20407104,130000,INR,3.0,,Semi-Furnished
2 BHK Independent Floor ,800 sq ft,Delhi,28.6184845,77.03974152,21500,INR,2.0,,Furnished
4 BHK Independent Floor ,"4,500 sq ft",Delhi,28.56566048,77.22041321,210000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,050 sq ft",Delhi,28.6736927,77.17319489,20000,INR,2.0,,Semi-Furnished
1 BHK Independent Floor ,430 sq ft,Delhi,28.62420845,77.03496552,14000,INR,1.0,,Furnished
3 BHK Apartment ,"1,450 sq ft",Delhi,28.56477928,77.19426727,125000,INR,3.0,,Furnished
1 BHK Independent Floor ,900 sq ft,Delhi,28.55963707,77.19561768,60000,INR,1.0,,Furnished
2 BHK Independent Floor ,540 sq ft,Delhi,28.60993385,77.09203339,15000,INR,2.0,,Semi-Furnished
4 BHK Independent Floor ,"3,420 sq ft",Delhi,28.62897873,77.08043671,90000,INR,4.0,,Furnished
1 BHK Independent Floor ,540 sq ft,Delhi,28.60726929,77.08944702,11500,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,990 sq ft,Delhi,28.62119293,77.09102631,35000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,900 sq ft,Delhi,28.60993385,77.09203339,23000,INR,2.0,,Semi-Furnished
2 BHK Independent Floor ,800 sq ft,Delhi,28.61727142,77.05036163,20000,INR,2.0,,Furnished
3 BHK Independent Floor ,900 sq ft,Delhi,28.61807823,77.04087067,18000,INR,3.0,,Semi-Furnished
2 BHK Independent Floor ,720 sq ft,Delhi,28.61807823,77.04087067,20000,INR,2.0,,Furnished
1 BHK Independent Floor ,450 sq ft,Delhi,28.61945724,77.05670929,10000,INR,1.0,,Semi-Furnished
1 BHK Independent Floor ,540 sq ft,Delhi,28.60865021,77.1001358,9000,INR,1.0,,Unfurnished
1 BHK Independent Floor ,500 sq ft,Delhi,28.62119293,77.09102631,18500,INR,1.0,,Furnished
2 BHK Independent Floor ,560 sq ft,Delhi,28.60993385,77.09203339,15000,INR,2.0,,Semi-Furnished
2 BHK Independent Floor ,"1,350 sq ft",Delhi,28.60982704,77.10020447,35000,INR,2.0,,Semi-Furnished
2 BHK Independent Floor ,600 sq ft,Delhi,28.62089157,77.0579834,16000,INR,2.0,,Semi-Furnished
1 BHK Independent Floor ,450 sq ft,Delhi,28.61945724,77.05670929,12500,INR,1.0,,Furnished
4 BHK Independent Floor ,"1,100 sq ft",Delhi,28.62420845,77.03496552,36000,INR,2.0,,Furnished
